INSTNM,CITY,STABBR,CONTROL,UGDS,C150_4,COSTT4_A,COSTT4_A_IMP,TUITIONFEE_IN,TUITIONFEE_IN_IMP,TUITIONFEE_OUT,TUITIONFEE_OUT_IMP,PCTPELL,GRAD_DEBT_MDN,MD_EARN_WNE_P10,ROI,ZIP,LATITUDE,LONGITUDE
Branford Academy of Hair & Cosmetology-Bridgeport,Bridgeport,CT,3,32.0,,,31946.0,,16657.0,,16657.0,0.1818,6333.0,40747.0,3.136034554691143,06610-3239,41.186859,-73.163258
United Education Institute-Las Vegas,Las Vegas,NV,3,855.0,,,31946.0,,16657.0,,16657.0,0.7258,9500.0,30848.0,4.142375518672199,89169-3012,36.126687,-115.135647
UEI College-Mesa,Mesa,AZ,3,657.0,,,31946.0,,16657.0,,16657.0,0.7355,9500.0,31141.0,4.1034006615073375,85202,33.394736,-111.862571
Larry's Barber College-Joliet,Joliet,IL,3,27.0,,,31946.0,,16657.0,,16657.0,1.0,3945.0,40747.0,3.136034554691143,60435-7352,41.523437,-88.105455
Herzing University-Tampa,Tampa,FL,2,251.0,,27494.0,27494.0,13450.0,13450.0,13450.0,13450.0,0.5654,21500.0,36909.0,2.979652659243003,33619-1311,27.976414,-82.335773
Galen Health Institutes-Miami Campus,Pembroke Pines,FL,3,813.0,,34872.0,34872.0,17048.0,17048.0,17048.0,17048.0,0.5717,24166.0,61480.0,2.268835393623943,33027-6236,25.997073,-80.337924
Remington College-Online Dallas,Dallas,TX,2,178.0,,29094.0,29094.0,12289.0,12289.0,12289.0,12289.0,0.2973,13271.0,31349.0,3.7122715238125616,75243,32.912073,-96.73302
Abilene Christian University-Undergraduate Online,Addison,TX,2,1219.0,,30295.0,30295.0,14520.0,14520.0,14520.0,14520.0,0.7092,24250.0,55736.0,2.1741782689823452,75001,32.977065,-96.826833
Madera Community College,Madera,CA,1,4808.0,,15639.0,15639.0,1378.0,1378.0,8638.0,8638.0,0.2,,40747.0,1.5352295874542912,93638-8321,36.925132,-119.99787
Ogle School Hair Skin Nails-Willowbrook,Houston,TX,3,481.0,,,31946.0,,16657.0,,16657.0,0.7115,7917.0,31488.0,4.0581808943089435,77070-5656,29.961825,-95.550032
University of Silicon Andhra,Milpitas,CA,2,59.0,,,46093.0,,29060.0,,29082.0,0.0,,40747.0,4.524799371732889,95035,37.451094,-121.921105
Galen Health Institutes-Austin Campus,Round Rock,TX,3,1161.0,,34872.0,34872.0,17048.0,17048.0,17048.0,17048.0,0.5082,24166.0,61480.0,2.268835393623943,78681-2301,30.476575,-97.690907
Galen Health Institutes-Nashville Campus,Nashville,TN,3,1027.0,,35603.0,35603.0,17048.0,17048.0,17048.0,17048.0,0.46,24166.0,61480.0,2.316395575797007,37203-5755,36.162229,-86.791569
Ohio Business College-Dayton-Driving Academy,Trotwood,OH,3,170.0,,,31946.0,,16657.0,,16657.0,0.0675,12416.0,30389.0,4.204942577906479,45426,39.823721,-84.29184
The Rapha School,Home,PA,3,27.0,,,31946.0,,16657.0,,16657.0,0.3049,,40747.0,3.136034554691143,15747-9615,40.743997,-79.099123
Academy of Allied Health Careers,Chattanooga,TN,3,194.0,,,31946.0,,16657.0,,16657.0,0.2982,,40747.0,3.136034554691143,37411-5336,35.008533,-85.214313
Mei Barber School,Brownsville,TX,3,91.0,,,31946.0,,16657.0,,16657.0,0.7583,,40747.0,3.136034554691143,78520-5472,25.907884,-97.505114
Great Northern University,Spokane,WA,2,48.0,0.5,28405.0,28405.0,18300.0,18300.0,18300.0,18300.0,0.4167,,40747.0,2.7884261418018506,99207-2550,47.675837,-117.400562
Salon Professional Academy-Elevate Salon Institute,Miami Beach,FL,3,59.0,,,31946.0,,16657.0,,16657.0,0.3288,7528.0,16515.0,7.7374508023009385,33139-3252,25.786328,-80.144449
Arizona College of Nursing-Salt Lake City,Murray,UT,3,306.0,,41871.0,41871.0,22587.0,22587.0,22587.0,22587.0,0.5481,9500.0,34657.0,4.832616787373402,84123-2790,40.656372,-111.903426
Arizona College-Glendale,Glendale,AZ,3,403.0,,34393.0,34393.0,18835.0,18835.0,18835.0,18835.0,0.7559,9500.0,34657.0,3.9695299650864184,85302-3843,33.566263,-112.154175
Universal Technical Institute-West Texas,Austin,TX,3,1335.0,,,31946.0,,16657.0,,16657.0,0.5858,14267.0,51222.0,2.4947093045956814,78753-9742,30.415828,-97.660482
Avalon Institute-Las Vegas,Las Vegas,NV,3,304.0,,,31946.0,,16657.0,,16657.0,0.7356,6332.0,30803.0,4.148427101256371,89102-0046,36.142355,-115.206409
Medspa Academies-National Institute of Modern Aesthetics,Las Vegas,NV,3,215.0,,,31946.0,,16657.0,,16657.0,0.4532,,40747.0,3.136034554691143,89113,36.076399,-115.261445
American Institute-Cherry Hill,Cherry Hill,NJ,3,390.0,,,31946.0,,16657.0,,16657.0,0.8182,11979.0,28710.0,4.450853361198189,08002-4309,39.939428,-75.015417
Glendale Career College-North-West College-Bakersfield,Bakersfield,CA,3,493.0,,,31946.0,,16657.0,,16657.0,0.4627,9500.0,41472.0,3.081211419753086,93304-5075,35.339951,-119.035082
Barber Education Academy,Laredo,TX,3,37.0,,,31946.0,,16657.0,,16657.0,0.6892,,40747.0,3.136034554691143,78041-6039,27.555745,-99.48055
Legends Barber College,Lufkin,TX,3,26.0,,,31946.0,,16657.0,,16657.0,0.5357,,40747.0,3.136034554691143,75904-3105,31.331903,-94.754951
Academia Medical Institute,Columbus,OH,3,466.0,,26460.0,26460.0,19150.0,19150.0,19150.0,19150.0,0.9774,,40747.0,2.5974918398900533,43204-0000,39.955242,-83.092451
Barbers Trade School,Beaumont,TX,3,9.0,,,31946.0,,16657.0,,16657.0,1.0,,40747.0,3.136034554691143,77701-3308,30.081479,-94.097718
Top of the Line Barber School,San Antonio,TX,3,86.0,,,31946.0,,16657.0,,16657.0,0.7875,,40747.0,3.136034554691143,78218-2109,29.508769,-98.371419
Bridges Christian College,New Orleans,LA,2,163.0,0.0,14180.0,14180.0,6600.0,6600.0,6600.0,6600.0,0.5364,,40747.0,1.392004319336393,70115-6305,29.935984,-90.103551
Kino College,Tucson,AZ,3,64.0,,,31946.0,,16657.0,,16657.0,0.7419,,40747.0,3.136034554691143,85704-7802,32.31959,-111.009455
Salon Professional Academy,Howell,NJ,3,237.0,,,31946.0,,16657.0,,16657.0,0.3184,,40747.0,3.136034554691143,07731-3385,40.137818,-74.221921
Southern California College of Barber and Beauty,Escondido,CA,3,59.0,,,31946.0,,16657.0,,16657.0,0.5676,,40747.0,3.136034554691143,92025-1801,33.127963,-117.085916
Hello Gorgeous Barbers Stillwater's School of Barbering,Stillwater,OK,3,31.0,,,31946.0,,16657.0,,16657.0,0.4516,,40747.0,3.136034554691143,74074-4104,36.115482,-97.085786
Jackson Theological Seminary,North Little Rock,AR,2,1.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,72114-0000,34.758689,-92.261249
Redeemers University North America,Greenville,TX,2,6.0,,,46093.0,7000.0,7000.0,7000.0,7000.0,0.04,,40747.0,4.524799371732889,75401-7614,33.146603,-96.238771
Personal Touch Beauty and Barber College,Kingstree,SC,3,7.0,,,31946.0,,16657.0,,16657.0,0.5556,,40747.0,3.136034554691143,29556-3346,33.665098,-79.832101
Reach University,Oakland,CA,2,1946.0,,32536.0,32536.0,12374.0,12374.0,12374.0,12374.0,0.6285,,40747.0,3.1939529290499915,94612-1278,37.80566,-122.277476
Technology Learning Center,Oxford,MA,3,31.0,,,31946.0,,16657.0,,16657.0,0.0816,,40747.0,3.136034554691143,01540-1411,42.11827,-71.900846
Hawaii Tokai International College,Kapolei,HI,2,24.0,,,46093.0,16560.0,16560.0,16560.0,16560.0,0.3984,,40747.0,4.524799371732889,96707,21.357583,-158.05889
Hair Academy,Chillicothe,OH,3,38.0,,,31946.0,,16657.0,,16657.0,0.5,,40747.0,3.136034554691143,45601-2667,39.345978,-82.979554
Sweetwater Institute of Cosmetology,Sweetwater,TN,3,22.0,,,31946.0,,16657.0,,16657.0,0.4804,,40747.0,3.136034554691143,37874-3026,35.601126,-84.455725
Kansas Health Science University,Wichita,KS,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,67202,37.685373,-97.33594
Academy for Jewish Religion,Yonkers,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,10701,40.936234,-73.90014
American College of Healthcare and Technology-Santa Ana,Santa Ana,CA,3,51.0,,,31946.0,,16657.0,,16657.0,0.8347,9500.0,31109.0,4.107621588607798,92705-8680,33.759681,-117.840955
Aviation Institute of Maintenance-Chicago,Chicago,IL,3,333.0,,32217.0,32217.0,16657.0,16657.0,16657.0,16657.0,0.3575,31301.0,53341.0,2.4159277103916312,60609-2130,41.825743,-87.664313
Evangel University-College of Online Learning,Springfield,MO,2,240.0,0.5,26454.0,26454.0,8175.0,8175.0,8175.0,8175.0,0.444,24736.0,46573.0,2.272046035256479,65802-2125,37.220956,-93.262614
Marian University-Ancilla,Plymouth,IN,2,226.0,,38305.0,38305.0,20100.0,20100.0,20100.0,20100.0,0.6065,27000.0,58759.0,2.6076005377899554,46563-9475,41.337931,-86.445875
Spa Tech Institute-North Andover,North Andover,MA,3,118.0,,,31946.0,,16657.0,,16657.0,0.3824,6333.0,27803.0,4.5960507858864155,01845-1613,42.707614,-71.131873
Aveda Arts & Sciences Institute Lafayette-Arlington,Arlington,VA,3,166.0,,,31946.0,,16657.0,,16657.0,0.4595,7916.0,23904.0,5.345716198125837,22203-2137,38.878767,-77.111447
Concorde Career College-Broadway,Kansas City,MO,3,26.0,,,31946.0,,16657.0,,16657.0,0.7527,9500.0,35242.0,3.6259009136825378,64111-2407,39.068021,-94.589739
United Education Institute-Stone Mountain,Stone Mountain,GA,3,911.0,,,31946.0,,16657.0,,16657.0,0.8067,9500.0,27688.0,4.615140132909564,30083-2871,33.805285,-84.191755
UEI College-Tacoma,Tacoma,WA,3,689.0,,,31946.0,,16657.0,,16657.0,0.663,9500.0,30848.0,4.142375518672199,98404-3344,47.193187,-122.409173
Montgomery Beauty School-Baltimore Beauty & Barber School,Baltimore,MD,3,242.0,,,31946.0,,16657.0,,16657.0,0.375,11845.0,18726.0,6.823881234647015,21237-3063,39.33627,-76.485069
Commonwealth of Puerto Rico Department of Education-PRAMI,Fajardo,PR,1,79.0,,,17783.0,4100.0,4100.0,4100.0,4100.0,0.0,,26293.0,2.705358840756095,00738-0000,18.300193,-65.6476
Universal Technical Institute-South Florida Miramar,Miramar,FL,3,791.0,,,31946.0,,16657.0,,16657.0,0.6686,13124.0,52873.0,2.416810092107503,33027-4139,25.984525,-80.339008
Arizona College of Nursing-Southfield,Southfield,MI,3,594.0,,42280.0,42280.0,24944.0,24944.0,24944.0,24944.0,0.6625,9500.0,34657.0,4.87982225812967,48033-7157,42.48156,-83.260202
Galen Health Institutes-Sarasota,Sarasota,FL,3,574.0,,35116.0,35116.0,17048.0,17048.0,17048.0,17048.0,0.5025,24166.0,61480.0,2.2847104749512037,34232-5421,27.342303,-82.449266
Galen Health Institutes-Gainesville,Gainesville,FL,3,668.0,,35576.0,35576.0,17048.0,17048.0,17048.0,17048.0,0.6583,24166.0,61480.0,2.3146389069616133,32607-3704,29.630471,-82.417064
Galen Health Institutes-Richmond,Richmond,VA,3,454.0,,31963.0,31963.0,16364.0,16364.0,16364.0,16364.0,0.5107,24166.0,61480.0,2.0795705920624594,23225-5551,37.506099,-77.528158
Galen Health Institutes-Myrtle Beach,Myrtle Beach,SC,3,743.0,,34232.0,34232.0,16364.0,16364.0,16364.0,16364.0,0.5008,24166.0,61480.0,2.227195836044242,29572-4180,33.757616,-78.822568
Galen Health Institutes-Asheville,Asheville,NC,3,253.0,,35990.0,35990.0,17048.0,17048.0,17048.0,17048.0,0.5246,24166.0,61480.0,2.3415744957709825,28803-5007,35.485235,-82.557273
Larkin University,Miami,FL,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,33169,25.943148,-80.200493
The Salon Professional Academy Maplewood,Maplewood,MN,3,85.0,,,31946.0,,16657.0,,16657.0,0.2975,,40747.0,3.136034554691143,55109,45.032418,-93.014643
Xtylo Beauty College,Tolleson,AZ,3,78.0,,,31946.0,,16657.0,,16657.0,0.4837,,40747.0,3.136034554691143,85353-0001,33.460108,-112.255755
San Francisco School of Massage & Bodywork,San Francisco,CA,3,139.0,,,31946.0,,16657.0,,16657.0,0.1694,,40747.0,3.136034554691143,94103-3416,37.765421,-122.421684
Chancellor Institute,Ft Laurderdale,FL,3,128.0,,,31946.0,,16657.0,,16657.0,0.5355,,40747.0,3.136034554691143,33309,26.201792,-80.185274
The Salon Professional Academy,Collegeville,PA,3,80.0,,,31946.0,,16657.0,,16657.0,0.06,,40747.0,3.136034554691143,19426-2025,40.194259,-75.469299
Studio 75 Hair Academy,Millington,TN,3,14.0,,,31946.0,,16657.0,,16657.0,0.875,,40747.0,3.136034554691143,38053-2066,35.34177,-89.897765
Boone Career and Technical Center,Foster,WV,1,59.0,,,17783.0,,5507.0,,11010.0,0.1894,,40747.0,1.7456990698701744,25081-8126,38.103362,-81.809645
Edge Academy of Beauty,Manchester,KY,3,56.0,,,31946.0,,16657.0,,16657.0,0.5714,,40747.0,3.136034554691143,40962-8700,37.139393,-83.771185
Premier Barber School,Houston,TX,3,45.0,,,31946.0,,16657.0,,16657.0,0.5714,,40747.0,3.136034554691143,77088-2518,29.89282,-95.480589
Arizona College of Nursing-Falls Church,Falls Church,VA,3,348.0,,42280.0,42280.0,24413.0,24413.0,24413.0,24413.0,0.6187,9500.0,34657.0,4.87982225812967,22042-4566,38.860531,-77.218156
Arizona College of Nursing-Ontario,Ontario,CA,3,380.0,,52480.0,52480.0,31637.0,31637.0,31637.0,31637.0,0.5651,9500.0,34657.0,6.057073607063508,91761-1201,34.06676,-117.578071
Galen Health Institutes-Houston,Houston,TX,3,1582.0,,35856.0,35856.0,17048.0,17048.0,17048.0,17048.0,0.6059,24166.0,61480.0,2.3328562134027324,77041-8241,29.839951,-95.562419
Galen Health Institutes-Pikeville,Pikeville,KY,3,169.0,,34556.0,34556.0,16364.0,16364.0,16364.0,16364.0,0.7541,24166.0,61480.0,2.2482758620689656,41501-1321,37.472974,-82.530172
Stellar Career College,Chicago,IL,3,83.0,,,31946.0,,16657.0,,16657.0,0.8824,4834.0,30337.0,4.212150179648614,60606-0000,41.884375,-87.634151
Commonwealth University of Pennsylvania,Bloomsburg,PA,1,9210.0,0.5448,25161.0,25161.0,11046.0,11046.0,22870.0,22870.0,0.3179,26000.0,52416.0,1.9201007326007327,17815,41.00782,-76.447844
Pennsylvania Western University,California,PA,1,7451.0,0.5188,26916.0,26916.0,11436.0,11436.0,16054.0,16054.0,0.383,23725.0,47295.0,2.2764351411354267,15419,40.064964,-79.88679
Justice University,Chandler,AZ,2,116.0,,,46093.0,7500.0,7500.0,7500.0,7500.0,0.0,,40747.0,4.524799371732889,85286-5170,33.265556,-111.787434
I M Beauty School,Glenview,IL,3,13.0,,,31946.0,,16657.0,,16657.0,0.0833,,40747.0,3.136034554691143,60025,42.066686,-87.850383
Aveda Institute Montana,Billings,MT,3,80.0,,,31946.0,,16657.0,,16657.0,0.3836,,40747.0,3.136034554691143,59102-3805,45.778914,-108.575858
Lehigh Career & Technical Institute,Schnecksville,PA,1,14.0,,,17783.0,,5507.0,,11010.0,0.2903,,40747.0,1.7456990698701744,18078-2599,40.663935,-75.608575
CalCopa Massage School,Huntington Beach,CA,3,33.0,,,31946.0,,16657.0,,16657.0,0.2787,,40747.0,3.136034554691143,92648-2071,33.692932,-117.98744
Medical Solutions Academy,Danville,VA,3,108.0,,,31946.0,,16657.0,,16657.0,0.1893,,40747.0,3.136034554691143,24541-1054,36.591484,-79.399367
Sami Halaseh Institute,Andover,KS,3,30.0,,,31946.0,,16657.0,,16657.0,0.2419,,40747.0,3.136034554691143,67002-8746,37.704457,-97.133845
Beaver Beauty Academy,Decatur,GA,3,47.0,,,31946.0,,16657.0,,16657.0,0.9688,,40747.0,3.136034554691143,30032-4281,33.732385,-84.284219
Upper Kutz Barber & Style College,Greenville,MS,3,17.0,,,31946.0,,16657.0,,16657.0,0.6579,,40747.0,3.136034554691143,38701-5962,33.396294,-91.038985
All In The Wrist Barber Academy,Smyrna,DE,3,21.0,,,31946.0,,16657.0,,16657.0,0.7778,,40747.0,3.136034554691143,19977-1511,39.30507,-75.605433
Yeshiva of Kasho,Brooklyn,NY,2,185.0,0.1087,21356.0,21356.0,14000.0,14000.0,14000.0,14000.0,0.8192,,40747.0,2.096448818317913,11231-3819,40.671255,-74.00015
Cutting Edge Barber Academy,Lancaster,PA,3,22.0,,,31946.0,,16657.0,,16657.0,0.5714,,40747.0,3.136034554691143,17603-4229,40.039119,-76.308585
JT's Cuts Academy,Fort Lauderdale,FL,3,37.0,,,31946.0,,16657.0,,16657.0,0.5,,40747.0,3.136034554691143,33334-2765,26.165724,-80.136204
The Nurse Academy,National City,CA,3,55.0,,,31946.0,,16657.0,,16657.0,0.8043,,40747.0,3.136034554691143,91950-2964,32.682892,-117.082699
Heartland Welding Academy,Andover,KS,3,47.0,,,31946.0,,16657.0,,16657.0,0.4943,,40747.0,3.136034554691143,67002-9778,37.697688,-97.134406
Jazz Barber and Hairstyling Academy,Petersburg,VA,3,46.0,,,31946.0,,16657.0,,16657.0,0.5616,,40747.0,3.136034554691143,23803-3508,37.234402,-77.386325
Renaissance Beauty Academy,Cape Girardeau,MO,3,66.0,,,31946.0,,16657.0,,16657.0,0.3429,,40747.0,3.136034554691143,63703-4918,37.297396,-89.573395
Central Valley Barber College,Riverbank,CA,3,122.0,,,31946.0,,16657.0,,16657.0,0.5842,,40747.0,3.136034554691143,95367-2024,37.738336,-120.932216
One Stop Academy,Fayetteville,NC,3,31.0,,,31946.0,,16657.0,,16657.0,0.7778,,40747.0,3.136034554691143,28306-8490,34.99585,-78.966393
East Texas Cosmetology College,Lufkin,TX,3,51.0,,,31946.0,,16657.0,,16657.0,0.3788,,40747.0,3.136034554691143,75904-7137,31.283266,-94.733362
Yeshivas Sanz Klauzenburg,Brooklyn,NY,2,98.0,0.3103,22355.0,22355.0,14000.0,14000.0,14000.0,14000.0,0.787,,40747.0,2.19451738778315,11219-3631,40.632725,-73.990129
URBE University,Sweetwater,FL,3,33.0,0.8,,31946.0,30550.0,30550.0,30550.0,30550.0,0.0,,40747.0,3.136034554691143,33172-1852,25.791406,-80.382355
Art22 Academy,Fort Wayne,IN,3,55.0,,,31946.0,,16657.0,,16657.0,0.3378,,40747.0,3.136034554691143,46804,41.062673,-85.219935
Champ's Barber School-Lebanon,Lebanon,PA,3,13.0,,,31946.0,,16657.0,,16657.0,0.88,,40747.0,3.136034554691143,17042-0001,40.338376,-76.424687
Collectiv Hair Dressing Academy-Collectiv Academy-Dallas,Dallas,TX,3,319.0,,,31946.0,,16657.0,,16657.0,0.6196,10540.0,29334.0,4.35617372332447,75248-4073,32.963087,-96.790828
Homestead Schools-Costa Mesa,Costa Mesa,CA,2,32.0,,,46093.0,,29060.0,,29082.0,0.5833,18040.0,59398.0,3.1040102360348834,92626-3079,33.685098,-117.884488
Innovate Salon Academy,Brick Township,NJ,3,219.0,,,31946.0,,16657.0,,16657.0,0.38,6333.0,40747.0,3.136034554691143,08723-3413,40.062664,-74.143704
Herzing University-Nashville,Nashville,TN,2,201.0,,28414.0,28414.0,13450.0,13450.0,13450.0,13450.0,0.68,21500.0,36909.0,3.0793573383185673,37214-3450,36.154732,-86.63453
College of Biomedical Equipment Technology,Schertz,TX,3,311.0,,,31946.0,25000.0,25000.0,25000.0,25000.0,0.0,,40747.0,3.136034554691143,78154,29.56194,-98.289612
Dorsey College-Grand Rapids,Grand Rapids,MI,3,82.0,,32076.0,32076.0,9695.0,9695.0,9695.0,9695.0,0.1667,13000.0,29392.0,4.365269461077844,49546-1338,42.916234,-85.542671
Baltimore Beauty & Barber School II,Timonium,MD,3,101.0,,,31946.0,,16657.0,,16657.0,0.4375,13000.0,18172.0,7.031917235307066,21093-3208,39.444853,-76.624887
Galen Health Institutes-Dallas,Richardson,TX,3,1153.0,,35565.0,35565.0,17048.0,17048.0,17048.0,17048.0,0.5343,24166.0,61480.0,2.3139232270657124,75080-1135,33.000073,-96.751892
Galen Health Institutes-Roanoke,Roanoke,VA,3,315.0,,33329.0,33329.0,16364.0,16364.0,16364.0,16364.0,0.6416,24166.0,61480.0,2.168445022771633,24018-1604,37.248679,-80.037445
Galen Health Institutes-Wichita,Wichita,KS,3,233.0,,36569.0,36569.0,16364.0,16364.0,16364.0,16364.0,0.6495,24166.0,61480.0,2.379245283018868,67214-4923,37.696007,-97.299612
Galen Health Institutes-Salt Lake City,Draper,UT,3,122.0,,37969.0,37969.0,16364.0,16364.0,16364.0,16364.0,0.5397,24166.0,61480.0,2.4703318152244633,84020-1930,40.503343,-111.901646
Academy of Cosmetology Barbering and Esthetics,Oklahoma City,OK,3,19.0,,,31946.0,,16657.0,,16657.0,0.3279,,18636.0,6.856836230950848,73159-6902,35.374805,-97.547105
Aveda Institute Tucson-Avondale,Avondale,AZ,3,158.0,,,31946.0,,16657.0,,16657.0,0.7661,6333.0,40747.0,3.136034554691143,85323-5001,33.454583,-112.304885
Premiere Aesthetics Institute-Meridian,Meridian,ID,3,64.0,,,31946.0,,16657.0,,16657.0,0.2558,,40747.0,3.136034554691143,83642-5210,43.588507,-116.364015
Arizona College of Nursing-Sarasota,University Park,FL,3,133.0,,34305.0,34305.0,23093.0,23093.0,23093.0,23093.0,0.6563,9500.0,34657.0,3.959373286781891,34201-2142,27.397535,-82.452156
Arizona College of Nursing-Aurora,Aurora,CO,3,336.0,,43920.0,43920.0,24653.0,24653.0,24653.0,24653.0,0.6329,9500.0,34657.0,5.069105808350406,80014-3511,39.660088,-104.836952
Arizona College of Nursing-Cincinnati,Cincinnati,OH,3,77.0,,44576.0,44576.0,23760.0,23760.0,23760.0,23760.0,0.7619,9500.0,34657.0,5.144819228438699,45249-1655,39.275361,-84.34767
Arizona College of Nursing-Cleveland,Beachwood,OH,3,164.0,,46107.0,46107.0,23760.0,23760.0,23760.0,23760.0,0.6951,9500.0,34657.0,5.32152234757769,44122-7343,41.46601,-81.493304
Glendale Career College-North-West College-MFSON,West Covina,CA,3,290.0,,,31946.0,,16657.0,,16657.0,0.5907,9500.0,41472.0,3.081211419753086,91790-2097,34.072193,-117.948751
Denver College of Nursing-Houston,Houston,TX,3,135.0,,,31946.0,,16657.0,,16657.0,0.4286,26500.0,81809.0,1.5619797332811793,77079-3021,29.781312,-95.607143
Gwinnett Institute,Orlando,FL,3,340.0,,,31946.0,,16657.0,,16657.0,0.7821,13000.0,33735.0,3.7878760930784052,32826-4735,28.571233,-81.208356
Townsend Barber Institute,Roseville,MN,3,32.0,,31494.0,31494.0,14497.0,14497.0,14497.0,14497.0,0.2794,,40747.0,3.091663189928093,55113-0000,45.005478,-93.129195
Puerto Rico Advance Institute,Bayamon,PR,2,29.0,,10200.0,10200.0,9395.0,9395.0,9395.0,9395.0,0.12,,40747.0,1.001300709254669,00961-0000,18.399161,-66.154489
Austin Medical Assistant Training,Forest Hills,NY,3,328.0,,,31946.0,,16657.0,,16657.0,0.2911,,40747.0,3.136034554691143,11375-0000,40.719358,-73.841581
Albany Beauty Academy,Albany,GA,3,18.0,,,31946.0,,16657.0,,16657.0,0.4348,,40747.0,3.136034554691143,31707-3200,31.603151,-84.203041
Wade Gordon Hairdressing Academy-Oklahoma,Oklahoma City,OK,3,29.0,,,31946.0,,16657.0,,16657.0,0.4054,9833.0,40747.0,3.136034554691143,73159,35.393846,-97.551553
EDP University of Puerto Rico-Caguas,Caguas,PR,2,414.0,,,46093.0,7050.0,7050.0,14125.0,14125.0,0.3984,14000.0,22844.0,8.070915776571528,00726-0000,18.242649,-66.025309
Aviation Institute of Maintenance-Phoenix,Phoenix,AZ,3,105.0,,,31946.0,16657.0,16657.0,16657.0,16657.0,0.3984,29773.0,42759.0,2.9884702635702425,85040-8605,33.410174,-112.01036
Galen Health Institutes-Las Vegas,Las Vegas,NV,3,293.0,,,31946.0,,16657.0,,16657.0,0.5556,24166.0,61480.0,2.0784645413142484,89148-4858,36.071855,-115.294893
